"";"marca";"submarca";"vr";"mod";"trans";"comb";"cil";"pot";"tam";"cat";"r.Ciudad";"r.Carretera";"r.Comb";"r.Ajust";"CO2";"NOx";"GEI";"CA"
"1391";"VW";"PASSAT";"CC 4PTS 2.0L 4CIL 200HP DSG FSI TURBO";"2012";"Dbl.Embrague";"Gasolina";"4";200;2;"AUTOS DE LUJO";9,82;16,04;11,9;8,92;261;6;"4";"9"
"1392";"BMW";"528iA";"SEDAN 4PTS 3.0L 6CIL 258HP AUT";"2012";"Auto";"Gasolina";"6";258;3;"AUTOS DE LUJO";9,81;15,27;13,07;9,8;238;19;"6";NA
"1393";"BMW";"535i";"SEDAN 4PTS 3.0L 6CIL 306HP MAN TURBO";"2012";"Manual";"Gasolina";"6";306;3;"AUTOS DE LUJO";9,81;15,27;13,07;9,8;238;21;"6";NA
"1394";"BMW";"X1";"xDRIVE28iA 5PTS 2.0L 4CIL 245HP AUT TURBO";"2012";"Auto";"Gasolina";"4";245;2;"AUTOS DE LUJO";9,81;15,62;13,16;9,87;236;17;"6";NA
"1395";"HONDA";"ACCORD";"EX COUPE 2PTS 3.5L 6CIL 271HP AUT";"2011";"Auto";"Gasolina";"6";271;3,5;"AUTOS DE LUJO";9,8;17,1;12,13;9,1;256;24;"5";"7"
"1396";"ACURA";"TSX";"4PTS 3.5L 6CIL 280HP AUT";"2011";"Auto";"Gasolina";"6";280;3,5;"AUTOS DE LUJO";9,8;15,2;11,66;8,75;267;8;"4";"9"
"1397";"MERCEDES";"E200";"CGI 4PTS 1.8L 4CIL 181HP AUT TURBO";"2012";"Auto";"Gasolina";"4";181;1,8;"AUTOS DE LUJO";9,8;16,66;13,41;10,06;232;18;"6";NA
"1398";"HONDA";"ACCORD";"COUPE 2PTS 3.5L 6CIL 271HP AUT";"2012";"Auto";"Gasolina";"6";271;3,5;"AUTOS DE LUJO";9,8;17,1;12,13;9,1;256;24;"5";"7"
"1399";"ACURA";"TSX";"4PTS 3.5L 6CIL 280HP AUT";"2012";"Auto";"Gasolina";"6";280;3,5;"AUTOS DE LUJO";9,8;16,2;13,3;9,97;234;8;"6";"9"
"1400";"BMW";"335iA";"SEDAN 4PTS 3.0L 6CIL 306HP AUT TURBO";"2012";"Auto";"Gasolina";"6";306;3;"AUTOS DE LUJO";9,8;18,18;13,75;10,31;226;15;"6";NA
"1401";"ACURA";"TSX";"2WD 4PTS 3.5L 6CIL 280HP AUT";"2013";"Auto";"Gasolina";"6";280;3,5;"AUTOS DE LUJO";9,8;16,2;13,3;9,97;234;8;"6";"9"
"1402";"BMW";"335iA";"SEDAN 4PTS 3.0L 6CIL 306HP AUT TURBO";"2013";"Auto";"Gasolina";"6";306;3;"AUTOS DE LUJO";9,8;18,18;13,75;10,31;226;15;"6";NA
"1403";"MERCEDES";"E200";"CGI 4PTS 1.8L 4CIL 181HP AUT TURBO";"2013";"Auto";"Gasolina";"4";181;1,8;"AUTOS DE LUJO";9,8;16,66;13,41;10,06;232;18;"6";NA
"1404";"ACURA";"TSX";"4PTS 3.5L 6CIL 280HP AUT";"2014";"Auto";"Gasolina";"6";280;3,5;"AUTOS DE LUJO";9,8;16,3;11,94;8,96;260;8;"5";"9"
"1405";"MERCEDES";"E200";"CGI 4PTS 2.0L 4CIL 181HP AUT TURBO";"2014";"Auto";"Gasolina";"4";181;2;"AUTOS DE LUJO";9,8;16,6;13,39;10,05;232;15;"6";NA
"1406";"BMW";"335iA";"SEDAN 4PTS 3.0L 6CIL 306HP AUT TURBO";"2016";"Auto";"Gasolina";"6";306;3;"AUTOS DE LUJO";9,8;18,18;13,75;10,31;226;15;"6";"8"
"1407";"SUBARU";"WRX";"AWD 4PTAS 2.0L 4CIL 268HP CVT TURBO";"2016";"Var.Continua";"Gasolina";"4";268;2;"AUTOS DE LUJO";9,8;14,3;11,42;8,56;272;20;"4";"7"
"1408";"PORSCHE";"CAYMAN";"COUPE S 2PTAS 2.5L 6CIL 350HP PDK";"2016";"Dbl.Embrague";"Gasolina";"6";350;2,5;"AUTOS DE LUJO";9,8;17,3;12,18;9,13;255;29;"5";"6"
"1409";"PORSCHE";"CAYMAN";"COUPE S 2PTAS 2.5L 6CIL 350HP PDK";"2017";"Dbl.Embrague";"Gasolina";"6";350;2,5;"AUTOS DE LUJO";9,8;17,3;12,18;9,13;255;29;"5";"6"
"1410";"LINCOLN";"MKC";"SEDAN 5PTAS 2.3L 4CIL 275HP TURBO AUT";"2018";"Auto";"Gasolina";"4";275;2,3;"AUTOS DE LUJO";9,79;15,36;11,7;8,77;266;12;"4";"9"
"1411";"VW";"PASSAT";"4PTS 3.6L 6CIL 280HP TIP";"2013";"Auto";"Gasolina";"6";280;3,6;"AUTOS DE LUJO";9,77;17,08;12,1;9,08;257;6;"5";"9"
"1412";"FORD";"TAURUS";"POLICE INTERCEP. AWD 4PTS 3.5L 6CIL 288HP AUT";"2014";"Auto";"Gasolina";"6";288;3,5;"AUTOS DE LUJO";9,77;15,62;13,13;9,84;237;8;"6";"9"
"1413";"FORD";"TAURUS";"POLICE INTERCEP. FWD 4PTS 3.5L 6CIL 365HP AUT";"2014";"Auto";"Gasolina";"6";365;3,5;"AUTOS DE LUJO";9,77;15,62;13,13;9,84;237;110;"6";NA
"1414";"FORD";"POLICE INTERCEPTOR";"4PTS 3.5L 6CIL 288HP MAN";"2016";"Auto";"Gasolina";"6";288;3,5;"AUTOS DE LUJO";9,77;15,62;11,75;8,81;265;6;"4";"9"
"1415";"FORD";"POLICE INTERCEPTOR";"4PTS 3.5L 6CIL 365HP MAN";"2016";"Auto";"Gasolina";"6";365;3,5;"AUTOS DE LUJO";9,77;15,62;11,75;8,81;265;6;"4";"9"
"1416";"VW";"PASSAT";"4PTS 3.6L 6CIL 280HP DSG";"2014";"Dbl.Embrague";"Gasolina";"6";280;3,6;"AUTOS DE LUJO";9,76;17,08;12,09;9,07;257;6;"5";"9"
"1417";"BUICK";"VERANO";"4PTS 2.0L 4CIL 250HP AUT TURBO";"2015";"Auto";"Gasolina";"4";250;2;"AUTOS DE LUJO";9,74;17,77;12,23;9,17;254;24;"5";"7"
"1418";"LINCOLN";"MKZ";"4PTS 3.7L 6CIL 300HP AUT";"2016";"Auto";"Gasolina";"6";300;3,7;"AUTOS DE LUJO";9,71;15,64;11,71;8,78;265;24;"4";"7"
"1419";"PORSCHE";"CAYMAN";"S 2PTS 3.4L 6CIL 325HP MAN";"2013";"Manual";"Gasolina";"6";325;3,4;"AUTOS DE LUJO";9,71;15,65;11,71;8,78;265;7;"4";"9"
"1420";"BUICK";"VERANO";"4PTS 2.0L 4CIL 250HP AUT TURBO";"2014";"Auto";"Gasolina";"4";250;2;"AUTOS DE LUJO";9,71;17,77;12,2;9,15;255;24;"5";"7"
"1421";"BMW";"M135iA";"3PTS 3.0L 6CIL 320HP AUT TURBO";"2016";"Auto";"Gasolina";"6";320;3;"AUTOS DE LUJO";9,71;17,24;13,47;10,1;231;17;"6";"8"
"1422";"BMW";"M235iA";"COUPE 2PTS 3.0L 6CIL 326HP AUT TURBO";"2016";"Auto";"Gasolina";"6";326;3;"AUTOS DE LUJO";9,71;16,95;13,4;10,05;232;20;"6";"7"
"1423";"MERCEDES";"E250 CGI";"4PTS 1.8L 4CIL 201HP AUT";"2011";"Auto";"Gasolina";"4";201;1,8;"AUTOS DE LUJO";9,7;16,39;13,26;9,95;234;29;"6";NA
"1424";"AUDI";"TT";"COUPÉ 2PTS 2.0L 4CIL 211HP S TRONIC TURBO";"2011";"Manual.Robot";"Gasolina";"4";211;2;"AUTOS DE LUJO";9,7;17,24;13,46;10,09;231;17;"6";NA
"1425";"AUDI";"TT";"ROADSTER 2PTS 2.0L 4CIL 211HP S TRONIC TURBO";"2011";"Manual.Robot";"Gasolina";"4";211;2;"AUTOS DE LUJO";9,7;17,24;13,46;10,09;231;17;"6";NA
"1426";"INFINITI";"G37";"COUPE 3PTS 3.7L 6CIL 330HP AUT";"2012";"Auto";"Gasolina";"6";330;3,7;"AUTOS DE LUJO";9,7;15,4;11,64;8,73;267;20;"4";"7"
"1427";"AUDI";"TT";"COUPÉ 2PTS 2.0L 4CIL 211HP S TRONIC FRONT TURBO";"2012";"Manual.Robot";"Gasolina";"4";211;2;"AUTOS DE LUJO";9,7;17,24;13,46;10,09;231;17;"6";NA
"1428";"AUDI";"TT";"ROADSTER 2PTS 2.0L 4CIL 211HP S TRONIC FRONT TURBO";"2012";"Manual.Robot";"Gasolina";"4";211;2;"AUTOS DE LUJO";9,7;17,24;13,46;10,09;231;17;"6";NA
"1429";"BMW";"535iA";"SEDAN 4PTS 3.0L 6CIL 306HP AUT TURBO";"2012";"Auto";"Gasolina";"6";306;3;"AUTOS DE LUJO";9,7;16,86;13,37;10,03;233;13;"6";NA
"1430";"SUBARU";"IMPREZA";"SEDAN SE WRX AWD 4PTS 2.5L 4CIL 265HP MAN TURBO";"2012";"Manual";"Gasolina";"4";265;2,5;"AUTOS DE LUJO";9,7;14,6;11,43;8,57;272;12;"4";"9"
"1431";"INFINITI";"G37";"COUPE 2PTS 3.7L 6CIL 330HP AUT";"2013";"Auto";"Gasolina";"6";330;3,7;"AUTOS DE LUJO";9,7;15,4;11,64;8,73;267;20;"4";"7"
"1432";"BMW";"M135iA";"3/5PTS 3.0L 6CIL 320HP AUT TURBO";"2013";"Auto";"Gasolina";"6";320;3;"AUTOS DE LUJO";9,7;17,24;13,46;10,09;231;17;"6";NA
"1433";"BMW";"535iA";"SEDAN 4PTS 3.0L 6CIL 306HP AUT TURBO";"2013";"Auto";"Gasolina";"6";306;3;"AUTOS DE LUJO";9,7;16,66;13,32;9,99;233;12;"6";"9"
"1434";"INFINITI";"Q60";"2PTS 3.7L 6CIL 329HP AUT";"2014";"Auto";"Gasolina";"6";329;3,7;"AUTOS DE LUJO";9,7;15,4;11,64;8,73;267;12;"4";"9"
"1435";"INFINITI";"Q60";"2PTS 3.7L 6CIL 329HP AUT";"2015";"Auto";"Gasolina";"6";329;3,7;"AUTOS DE LUJO";9,7;15,4;11,64;8,73;267;12;"4";"9"
"1436";"BMW";"M135iA";"5PTS 3.0L 6CIL 326HP AUT TURBO";"2016";"Auto";"Gasolina";"6";326;3;"AUTOS DE LUJO";9,7;16,94;13,39;10,04;232;20;"6";"7"
"1437";"PORSCHE";"CAYMAN";"S 2PTS 3.4L 6CIL 325HP MAN";"2016";"Manual";"Gasolina";"6";325;3,4;"AUTOS DE LUJO";9,7;15,6;11,69;8,77;266;7;"4";"9"
"1438";"INFINITI";"Q60";"COUPE 2PTS 3.7L 6CIL 329HP AUT";"2016";"Auto";"Gasolina";"6";329;3,7;"AUTOS DE LUJO";9,7;15,4;11,64;8,73;267;12;"4";"9"
"1439";"PORSCHE";"CAYMAN";"COUPE S 2PTAS 2.5L 6CIL 350HP MAN";"2016";"Manual";"Gasolina";"6";350;2,5;"AUTOS DE LUJO";9,7;15,2;11,59;8,69;268;24;"4";"7"
"1440";"PORSCHE";"CAYMAN";"COUPE S 2PTAS 2.5L 6CIL 350HP MAN";"2017";"Manual";"Gasolina";"6";350;2,5;"AUTOS DE LUJO";9,7;15,2;11,59;8,69;268;24;"4";"7"
"1441";"CHRYSLER";"200";"C 4PTAS 3.6L 6CIL 295HP AUT";"2016";"Auto";"Gasolina";"6";295;3,6;"AUTOS DE LUJO";9,68;16,56;11,91;8,93;261;4;"5";"9"
"1442";"VW";"NUEVO PASSAT";"4PTS 3.6L 6CIL 280HP TIP";"2012";"Auto";"Gasolina";"6";280;3,6;"AUTOS DE LUJO";9,64;16,62;11,89;8,92;261;6;"4";"9"
"1443";"LINCOLN";"MKZ";"4PTS 2.0L 4CIL 240HP AUT";"2014";"Auto";"Gasolina";"4";240;2;"AUTOS DE LUJO";9,62;15,32;12,93;9,7;240;39;"5";NA
"1444";"LINCOLN";"MKZ";"4PTS 3.7L 6CIL 305HP AUT";"2014";"Auto";"Gasolina";"6";305;3,7;"AUTOS DE LUJO";9,62;15,32;12,93;9,7;240;26;"5";NA
"1445";"LINCOLN";"MKZ";"4PTS 2.0L 4CIL 240HP AUT TURBO";"2015";"Auto";"Gasolina";"4";240;2;"AUTOS DE LUJO";9,62;15,32;12,93;9,7;240;39;"5";NA
"1446";"LINCOLN";"MKZ";"4PTS 3.7L 6CIL 300HP AUT";"2015";"Auto";"Gasolina";"6";300;3,7;"AUTOS DE LUJO";9,62;15,32;12,93;9,7;240;26;"5";NA
"1447";"MERCEDES";"CLS 400";"COUPE 4PTAS 3.5L 6CIL 333HP AUT BITURBO";"2016";"Auto";"Gasolina";"6";333;3,498;"AUTOS DE LUJO";9,62;16,95;13,32;9,99;233;2;"6";"9"
"1448";"MERCEDES";"CLS 400";"COUPE 4PTAS 3.5L 6CIL 333HP BITURBO AUT";"2018";"Auto";"Gasolina";"6";333;3,498;"AUTOS DE LUJO";9,62;16,95;13,32;9,99;233;2;"6";"9"
"1449";"BMW";"X1";"xDrive 28iA 5PTS 2.0L 4CIL 245HP AUT TURBO";"2013";"Auto";"Gasolina";"4";245;2;"AUTOS DE LUJO";9,61;15,62;13;9,75;239;17;"5";NA
"1450";"MERCEDES";"E250";"CGI 4PTS 1.8L 4CIL 201HP AUT TURBO";"2013";"Auto";"Gasolina";"4";201;1,8;"AUTOS DE LUJO";9,61;15,62;13;9,75;239;52;"5";NA
"1451";"VOLVO";"V40";"FWD 5PTS 2.5L 5CIL 254HP AUT TURBO";"2013";"Auto";"Gasolina";"5";254;2,5;"AUTOS DE LUJO";9,61;16,94;11,93;8,95;261;34;"5";"6"
"1452";"VOLVO";"V40";"FWD 5PTS 2.5L 5CIL 254HP AUT TURBO";"2014";"Auto";"Gasolina";"5";254;2,5;"AUTOS DE LUJO";9,61;16,94;11,93;8,95;261;27;"5";"6"
"1453";"BMW";"640iA";"GRAN COUPE 4PTS 3.0L 6CIL 320HP AUT";"2016";"Auto";"Gasolina";"6";320;3;"AUTOS DE LUJO";9,61;17,24;13,38;10,03;232;21;"6";"7"
"1454";"ACURA";"TL";"SH-AWD 4PT S3.7L 6CIL 305HP AUT";"2012";"Auto";"Gasolina";"6";305;3,7;"AUTOS DE LUJO";9,6;14,9;11,43;8,57;272;9;"4";"9"
"1455";"ACURA";"TL";"SH-AWD 4PTS 3.7L 6CIL 305HP AUT";"2013";"Auto";"Gasolina";"6";305;3,7;"AUTOS DE LUJO";9,6;14,9;11,43;8,57;272;9;"4";"9"
"1456";"MERCEDES";"E250";"CGI 4PTS 2.0L 4CIL 208HP AUT TURBO";"2014";"Auto";"Gasolina";"4";208;2;"AUTOS DE LUJO";9,6;15,6;12,98;9,74;239;15;"5";NA
"1457";"MERCEDES";"E250";"CGI CONVERTIBLE 2PTS 2.0L 4CIL 208HP AUT TURBO";"2014";"Auto";"Gasolina";"4";208;2;"AUTOS DE LUJO";9,6;15,6;12,98;9,74;239;15;"5";NA
"1458";"MERCEDES";"E250";"CGI COUPE 2PTS 2.0L 4CIL 208HP AUT TURBO";"2014";"Auto";"Gasolina";"4";208;2;"AUTOS DE LUJO";9,6;15,6;12,98;9,74;239;15;"5";NA
"1459";"BUICK";"REGAL";"4PTS 2.0L 4CIL 220HP AUT TURBO";"2013";"Auto";"Gasolina";"4";220;2;"AUTOS DE LUJO";9,56;15,9;11,65;8,74;267;11;"4";"9"
"1460";"AUDI";"A8";"SEDAN 4PTS 3.0L 6CIL 290HP TIPTRONIC QUATTRO FSI TURBO";"2013";"Auto";"Gasolina";"6";290;3;"AUTOS DE LUJO";9,54;14,97;11,4;8,55;273;8;"4";"9"
"1461";"MERCEDES";"SL 400";"CONVERTIBLE 2PTAS 3.0L 6CIL 367HP TURBO AUT";"2018";"Auto";"Gasolina";"6";367;2,996;"AUTOS DE LUJO";9,52;16,67;13,18;9,88;236;17;"6";NA
"1462";"CADILLAC";"CTS";"SEDAN 4PTS 3.6L 6CIL 318HP AUT";"2014";"Auto";"Gasolina";"6";318;3,6;"AUTOS DE LUJO";9,52;16,11;11,67;8,75;266;12;"4";"9"
"1463";"CADILLAC";"CTS";"4PTS 3.6L 6CIL 318HP AUT";"2015";"Auto";"Gasolina";"6";318;3,6;"AUTOS DE LUJO";9,52;16,11;11,67;8,75;266;12;"4";"9"
"1464";"BMW";"M2";"COUPE 2PTS 3.0L 6CIL 370HP AUT BITURBO";"2016";"Auto";"Gasolina";"6";370;3;"AUTOS DE LUJO";9,52;15,63;12,93;9,69;241;15;"5";"8"
"1465";"LINCOLN";"MKZ";"4X2 3.5L 6CIL 263HP AUT";"2011";"Auto";"Gasolina";"6";263;3,5;"AUTOS DE LUJO";9,5;15,9;11,6;8,7;268;12;"4";"9"
"1466";"LINCOLN";"MKZ";"4PTS 3.5L 6CIL 263HP AUT";"2012";"Auto";"Gasolina";"6";263;3,5;"AUTOS DE LUJO";9,5;15,9;11,6;8,7;268;12;"4";"9"
"1467";"SUBARU";"XV";"2.0i AWD 5PTS 2.0L 4CIL 147HP CVT";"2013";"Var.Continua";"Gasolina";"4";147;2;"AUTOS DE LUJO";9,5;15,3;12,83;9,62;242;12;"5";"9"
"1468";"SUBARU";"XV";"2.0i-S AWD 5PTS 2.0L 4CIL 147HP CVT";"2013";"Var.Continua";"Gasolina";"4";147;2;"AUTOS DE LUJO";9,5;15,3;12,83;9,62;242;12;"5";"9"
"1469";"SUBARU";"XV";"2.0i AWD 5PTS 2.0L 4CIL 147HP CVT";"2014";"Var.Continua";"Gasolina";"4";147;2;"AUTOS DE LUJO";9,5;15,3;12,83;9,62;242;12;"5";"9"
"1470";"SUBARU";"XV";"2.0i-S AWD 5PTS 2.0L 4CIL 147HP CVT";"2014";"Var.Continua";"Gasolina";"4";147;2;"AUTOS DE LUJO";9,5;15,3;12,83;9,62;242;12;"5";"9"
"1471";"PORSCHE";"CAYMAN";"S COUPE 2PTS 3.4L 6CIL 325HP MAN";"2015";"Manual";"Gasolina";"6";325;3,4;"AUTOS DE LUJO";9,5;15,3;11,45;8,59;271;7;"4";"9"
"1472";"PORSCHE";"CAYMAN";"COUPE S 2PTAS 3.4L 6CIL 325HP MAN";"2016";"Manual";"Gasolina";"6";325;3,4;"AUTOS DE LUJO";9,5;15,3;11,45;8,59;271;7;"4";"9"
"1473";"PORSCHE";"CAYMAN";"COUPE S 2PTAS 3.4L 6CIL 325HP MAN";"2017";"Manual";"Gasolina";"6";325;3,4;"AUTOS DE LUJO";9,5;15,3;11,45;8,59;271;7;"4";"9"
"1474";"BMW";"M2";"COUPE 2PTAS 3.0L 6CIL 370HP TURBO AUT";"2017";"Auto";"Gasolina";"6";370;3;"AUTOS DE LUJO";9,5;15,6;12,9;9,68;241;15;"5";"8"
"1475";"CHRYSLER";"200";"4PTS 3.6L 6CIL 283HP AUT";"2011";"Auto";"Gasolina";"6";283;3,6;"AUTOS DE LUJO";9,46;16,55;11,72;8,79;265;13;"4";"8"
"1476";"CHRYSLER";"200";"4PTS 3.6L 6CIL 283HP AUT";"2012";"Auto";"Gasolina";"6";283;3,6;"AUTOS DE LUJO";9,46;16,55;11,72;8,79;265;13;"4";"8"
"1477";"CHRYSLER";"200";"4PTS 3.6L 6CIL 283HP AUT";"2013";"Auto";"Gasolina";"6";283;3,6;"AUTOS DE LUJO";9,46;16,55;11,72;8,79;265;13;"4";"8"
"1478";"CHRYSLER";"200";"LIMITED 4PTS 2.4L 4CIL 173HP AUT";"2014";"Auto";"Gasolina";"4";173;2,4;"AUTOS DE LUJO";9,46;15,73;11,53;8,65;270;6;"4";"9"
"1479";"MERCEDES";"E250 CGI";"COUPE 2PTS 1.8L 4CIL 201HP AUT";"2011";"Auto";"Gasolina";"4";201;1,8;"AUTOS DE LUJO";9,43;17,54;13,29;9,96;234;31;"6";NA
"1480";"BMW";"435iA";"COUPE 2PTS 3.0L 6CIL 306HP AUT TURBO";"2016";"Auto";"Gasolina";"6";306;3;"AUTOS DE LUJO";9,43;18,18;13,42;10,06;232;27;"6";"6"
"1481";"TOYOTA";"CAMRY";"4PTS 3.5L 6CIL 268HP AUT";"2011";"Auto";"Gasolina";"6";268;3,5;"AUTOS DE LUJO";9,4;13,2;10,8;8,1;288;6;"4";"9"
"1482";"SUBARU";"IMPREZA";"AWD 4PTS 2.0L 4CIL 147HP CVT";"2013";"Var.Continua";"Gasolina";"4";147;2;"AUTOS DE LUJO";9,4;16,6;13,05;9,79;238;12;"6";"9"
"1483";"SUBARU";"IMPREZA";"AWD 5PTS 2.0L 4CIL 147HP CVT";"2013";"Var.Continua";"Gasolina";"4";147;2;"AUTOS DE LUJO";9,4;16,6;13,05;9,79;238;12;"6";"9"
"1484";"SUBARU";"IMPREZA";"AWD 4PTS 2.0L 4CIL 147HP CVT";"2014";"Var.Continua";"Gasolina";"4";147;2;"AUTOS DE LUJO";9,4;16,6;13,05;9,79;238;12;"6";"9"
"1485";"SUBARU";"IMPREZA";"AWD 5PTS 2.0L 4CIL 147HP CVT";"2014";"Var.Continua";"Gasolina";"4";147;2;"AUTOS DE LUJO";9,4;16,6;13,05;9,79;238;12;"6";"9"
"1486";"CHRYSLER";"200";"4PTS 3.6L 6CIL 295HP AUT";"2014";"Auto";"Gasolina";"6";295;3,6;"AUTOS DE LUJO";9,4;15,7;11,47;8,6;271;12;"4";"9"
"1487";"PORSCHE";"MACAN";"TURBO 5PTS 3.6L 6CIL 400HP PDK TRACCIÓN INTEGRAL";"2015";"Dbl.Embrague";"Gasolina";"6";400;3,6;"AUTOS DE LUJO";9,4;13,7;10,95;8,21;284;3;"4";"9"
"1488";"PORSCHE";"MACAN";"5PTS 3.6L 6CIL 400HP PDK INTEGRAL BITURBO";"2016";"Dbl.Embrague";"Gasolina";"6";400;3,6;"AUTOS DE LUJO";9,4;13,7;10,95;8,21;284;3;"4";"9"
"1489";"VW";"PASSAT";"CC COUPE 4PTAS 3.6L 6CIL 280HP TIP FSI";"2016";"Auto";"Gasolina";"6";280;3,6;"AUTOS DE LUJO";9,4;16,7;11,7;8,78;266;4;"4";"9"
"1490";"PORSCHE";"MACAN";"TURBO 5PTAS 3.6L 6CIL 400HP PDK INTEGRAL";"2017";"Dbl.Embrague";"Gasolina";"6";400;3,6;"AUTOS DE LUJO";9,4;13,7;10,95;8,21;284;3;"4";"9"
"1491";"VW";"PASSAT";"CC COUPE 4PTAS 3.6L 6CIL 280HP TIP FSI";"2017";"Auto";"Gasolina";"6";280;3,6;"AUTOS DE LUJO";9,4;16,7;11,7;8,78;266;4;"4";"9"
"1492";"VOLVO";"S40";"4PTS 2.5L 5CIL 227HP AUT TURBO";"2011";"Auto";"Gasolina";"5";227;2,5;"AUTOS DE LUJO";9,35;12,76;11,98;8,99;259;21;"5";NA
"1493";"VOLVO";"S40";"4PTS 2.5L 5CIL 227HP AUT TURBO";"2012";"Auto";"Gasolina";"5";227;2,5;"AUTOS DE LUJO";9,35;12,76;11,98;8,99;259;21;"5";NA
"1494";"MERCEDES";"SLC 43";"ROADSTER AMG 2PTAS 3.0L 6CIL 367HP AUT TURBO";"2016";"Auto";"Gasolina";"6";367;2,996;"AUTOS DE LUJO";9,35;16,13;12,9;9,68;241;18;"5";NA
"1495";"MERCEDES";"SLC 43";"AMG CONVERTIBLE 2PTAS 3.0L 6CIL 367HP TURBO AUT";"2018";"Auto";"Gasolina";"6";367;2,996;"AUTOS DE LUJO";9,35;16,13;12,9;9,68;241;18;"5";NA
"1496";"AUDI";"S6";"SEDAN 4PTAS 4.0L 8CIL 450HP STRONIC QUATTRO FSI TURBO";"2016";"Manual.Robot";"Gasolina";"8";450;4;"AUTOS DE LUJO";9,3;13,9;10,93;8,2;285;17;"4";"8"
"1497";"AUDI";"S7";"SPORTBACK 5PTAS 4.0L 8CIL 450HP STRONIC QUATTRO FSI TURBO";"2016";"Manual.Robot";"Gasolina";"8";450;4;"AUTOS DE LUJO";9,3;13,9;10,93;8,2;285;17;"4";"8"
"1498";"PORSCHE";"CAYMAN";"COUPE GT4 2PTAS 3.8L 6CIL 385HP MAN";"2016";"Manual";"Gasolina";"6";385;3,8;"AUTOS DE LUJO";9,3;15,7;11,39;8,54;273;8;"4";"9"
"1499";"AUDI";"S6";"SEDAN 4PTAS 4.0L 8CIL 450HP STRONIC QUATTRO FSI TURBO";"2017";"Manual.Robot";"Gasolina";"8";450;4;"AUTOS DE LUJO";9,3;13,9;10,93;8,2;285;17;"4";"8"
"1500";"AUDI";"S7";"SPORTBACK 5PTAS 4.0L 8CIL 450HP STRONIC QUATTRO FSI TURBO";"2017";"Manual.Robot";"Gasolina";"8";450;4;"AUTOS DE LUJO";9,3;13,9;10,93;8,2;285;17;"4";"8"
"1501";"PORSCHE";"CAYMAN";"COUPE GT4 2PTAS 3.8L 6CIL 385HP MAN";"2017";"Manual";"Gasolina";"6";385;3,8;"AUTOS DE LUJO";9,3;15,7;11,39;8,54;273;8;"4";"9"
"1502";"BMW";"125i";"2PTS 3.0L 6CIL 218HP MAN";"2011";"Manual";"Gasolina";"6";218;3;"AUTOS DE LUJO";9,26;16,67;12,95;9,71;240;20;"5";NA
"1503";"MERCEDES";"C 43";"AMG 4MATIC 4PTAS 3.0L 6CIL 367HP AUT BITURBO";"2016";"Auto";"Gasolina";"6";367;2,996;"AUTOS DE LUJO";9,26;15,63;12,71;9,53;245;15;"5";NA
"1504";"MERCEDES";"C 43";"COUPE AMG 4MATIC 2PTAS 3.0L 6CIL 367HP AUT BITURBO";"2016";"Auto";"Gasolina";"6";367;2,996;"AUTOS DE LUJO";9,26;15,63;12,71;9,53;245;15;"5";NA
"1505";"MERCEDES";"C 63";"AMG 4PTAS 4.0L 8CIL 476HP AUT TURBO";"2016";"Auto";"Gasolina";"8";476;3,982;"AUTOS DE LUJO";9,26;14,93;12,53;9,4;248;35;"5";NA
"1506";"MERCEDES";"E 400";"SEDAN 4PTAS 3.5L 6CIL 333HP AUT TURBO";"2016";"Auto";"Gasolina";"6";333;3,498;"AUTOS DE LUJO";9,26;15,87;12,77;9,57;244;19;"5";NA
"1507";"MERCEDES";"C 43";"4PTAS 3.0L 6CIL 367HP TURBO AUT";"2018";"Auto";"Gasolina";"6";367;2,996;"AUTOS DE LUJO";9,26;15,63;12,71;9,53;245;15;"5";NA
"1508";"MERCEDES";"C 43";"COUPE 2PTAS 3.0L 6CIL 367HP TURBO AUT";"2018";"Auto";"Gasolina";"6";367;2,996;"AUTOS DE LUJO";9,26;15,63;12,71;9,53;245;15;"5";NA
"1509";"MERCEDES";"C 63";"AMG 4PTAS 4.0L 8CIL 476HP TURBO AUT";"2018";"Auto";"Gasolina";"8";476;3,982;"AUTOS DE LUJO";9,26;14,93;12,53;9,4;248;35;"5";NA
"1510";"MERCEDES";"E 400";"COUPE 2PTAS 3.5L 6CIL 333HP BITURBO AUT";"2018";"Auto";"Gasolina";"6";333;3,498;"AUTOS DE LUJO";9,26;15,87;12,77;9,57;244;19;"5";NA
"1511";"VOLVO";"S40";"TURBO 4PTS 2.0L 4CIL 143HP MAN";"2011";"Manual";"Gasolina";"4";143;2;"AUTOS DE LUJO";9,25;17,54;13,13;9,84;237;11;"6";"9"
"1512";"VOLVO";"S40";"4PTS 2.0L 4CIL 145HP MAN";"2011";"Manual";"Gasolina";"4";145;2;"AUTOS DE LUJO";9,25;17,54;13,13;9,84;237;11;"6";"9"
"1513";"VOLVO";"S40";"4PTS 2.0L 4CIL 145HP AUT";"2011";"Auto";"Gasolina";"4";145;2;"AUTOS DE LUJO";9,25;17,54;13,13;9,84;237;11;"6";"9"
"1514";"VOLVO";"S40";"4PTS 2.0L 4CIL 145HP MAN";"2012";"Manual";"Gasolina";"4";145;2;"AUTOS DE LUJO";9,25;17,54;13,13;9,84;237;11;"6";"9"
